"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15219.120169768","14281.7515394768","12670.528632912","11810.7510640486","10465.7461348593","10235.795406797","10171.6006550164","10359.2689270772","10172.2858789527","10402.6755197182","11226.1596292022","11611.6866560576","12251.4436524098","13077.8543361451","14179.539374827","15149.5248869321","16360.6521086384","17606.6951425682","18356.2485062915","17149.9636985377","17883.6456983347","18811.8808792019","19391.264736194","19986.0495134358","20229.6083536042","20193.9575623993","20410.3477726496","21097.4331579957","21669.9819643834","22081.8593173883","21609.4840967603",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23446.0985242556","23181.845328282","22575.7434310013","22105.088612257","21917.892862579","22236.6170912127","22532.4718416373","23151.4311288796","23617.4195735124","24260.2775643568","25361.2682891142","25957.1583755265","26455.1740921502","27035.0173817757","27999.5640318447","28821.6434812802","30037.4609448079","31207.7682868813","31567.2116817219","29969.2930098308","30714.3668710738","31492.6592483354","31579.4659510862","31814.0065059941","32233.7095397834","32657.9859206486","33118.7681426099","33977.0067080858","34653.5978404206","35211.7095702935","33330.8272395674",
"Ecuador","ECU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8293.7406745374","8450.1514229952","8432.6186597681","8406.55767208239","8571.7392109198","8575.67491503774","8539.3379887525","8723.8290277137","8826.38699871056","8243.41104756172","8176.34444775576","8350.88532837319","8541.67230726848","8625.79251111208","9178.41807603603","9503.69468951352","9757.37510261875","9805.65121285274","10257.3996333732","10148.8659478336","10340.9702972165","10984.2837669942","11431.3756193625","11818.5868341087","12078.4743866036","11896.3751614302","11551.6159731776","11617.9122190573","11561.747853143","11370.603299072","10329.1987527594",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6086.68675366987","6016.9069690654","6152.92900367738","6203.06819620047","6321.25070751336","6483.31562051125","6671.08939267294","6897.52124163154","7138.21220132707","7422.83529863806","7744.71523809311","7867.50743983462","7905.41251956336","8007.6450292324","8184.06580830494","8397.03244402289","8814.14605018027","9274.97705396552","9763.50444936789","10031.0329555174","10340.0732290684","10302.4428451733","10301.1078078999","10290.191622314","10353.6668042394","10570.4452319757","10795.8087418385","11014.4864791744","11366.3355206681","11763.2532849551","11951.4475270117",
"Euro area","EMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32655.6460110716","33385.7571129934","33698.5778279848","33329.6055766022","34044.9658001073","34785.6004526303","35292.2018946091","36171.4456423785","37193.3702713524","38187.0734419898","39537.7478017166","40268.7015114246","40471.6233818614","40559.8457190927","41271.6467091074","41767.1632972583","42931.6763764924","44005.6586779015","43972.7716894759","41825.5216387798","42600.6673860032","43380.0234892346","42873.5068919411","42611.497688677","43059.5299649992","43815.0902489217","44507.4480139532","45576.1468070826","46314.1455039551","46979.2220953419","43843.8334152042",
"Eritrea","ERI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27543.9192440024","28173.3872449524","28296.2556750477","27859.5430424821","28388.0126546931","29042.3441443907","29691.0967966209","30661.6548336809","31876.4395902943","33173.117195796","34757.615021513","35874.7529283016","36337.5551952878","36750.4418480689","37249.7735119425","37963.3658355296","38858.4710684887","39520.8222657597","39240.3951876123","37430.6785045715","37319.4762230353","36884.2592434253","35769.4600345792","35371.7398181963","35968.6201369865","37377.068016704","38477.5791805612","39528.9253872668","40256.9524767458","40803.6269757506","36219.938441774",
"Estonia","EST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12743.8429945734","13572.547073724","15519.8285829349","16349.6601423878","16232.2981330519","17783.5242088716","18971.6476137004","20385.0042404179","22072.4164767009","23715.5788897668","26123.4142393101","28844.0984044766","31172.1128939762","29651.7596312527","25362.83174657","26042.0899857011","28018.4793166063","29026.6856740211","29555.0161010288","30524.9747306225","31070.2346296654","32041.3467143408","33856.1811147559","35133.2441587679","36436.7879151632","35251.0230147826",
"Ethiopia","ETH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.013565341255","687.543151327826","605.770667570124","661.312446366602","659.091401254104","676.58665877163","736.947794249504","737.329554291231","691.216374522031","706.164340219382","727.766684744805","765.809379888096","755.43468922963","718.333023905387","793.093753452204","862.35534188426","929.694443425612","1008.13532290967","1086.69947540926","1150.20604388024","1259.02258051063","1360.93852243609","1437.37660668157","1545.17795600731","1656.63448899243","1779.0841114169","1894.89736397042","2021.56290796009","2103.51585836696","2221.40466452958","2296.82735215213",
"European Union","EUU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28493.3368751428","28808.7089719415","29009.7439530035","28769.3962610178","29464.1774953657","30230.8508852027","30791.0816058611","31535.5003014219","32429.539070346","33301.2337438519","34561.2709932702","35296.142286656","35659.8042482434","35920.3432718997","36775.4142185295","37408.0073148767","38651.3168335395","39805.4501966516","40023.7906281965","38220.438666971","38961.2679025003","39741.6012458617","39394.7641597664","39299.5693168082","39850.7018650994","40715.1310204878","41480.1507899617","42645.7436433223","43527.3224660885","44333.2588704208","41639.2338945007",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2809.72747029154","2491.61949294823","2448.85522076295","2397.4816256724","2331.97833592765","2309.88779764662","2384.63224299947","2450.69906766915","2566.64384855639","2621.7189701211","2711.8187687109","2764.76925005865","2825.38988739899","2749.32922358428","3003.12170021954","3139.4478785735","3286.81670778541","3447.06251702215","3587.24437999045","3722.48139320808","3899.01153764255","3833.59038262995","4069.48305601011","4189.88632843152","4262.28585540587","4310.51452197153","4332.93057545823","4356.27666963019","4380.95634645412","4395.96551405452","4091.27602297305",
"Finland","FIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32885.8188183953","30781.4718995219","29600.5305560722","29262.6440331276","30291.4850254136","31448.5822790954","32495.0871100804","34450.6585960936","36234.3729604762","37733.5972222685","39829.3204017935","40775.9258848576","41371.6330571699","42100.1207291291","43653.8626474339","44714.0793067017","46336.7270192508","48585.1301761621","48738.6039835169","44589.4727421447","45800.062094186","46749.6788937008","45877.5210102166","45254.8641330845","44903.6373387663","44999.2952967976","46131.6485166469","47492.7772789317","47971.447819942","48562.5253662522","47090.7257787402",
"Fiji","FJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8451.4428450587","8146.95847962632","8538.58954923352","8599.27259753498","8912.17339881002","9019.28070446615","9344.22252543028","9042.42558783309","9075.12567043124","9798.3765432555","9575.87883328082","9732.4512776074","10027.4548775881","10117.5405480646","10630.5051335298","10656.1632189537","10771.4574481296","10573.6168855808","10566.9260462508","10319.38924755","10547.9303911523","10787.6605556421","10919.4971635665","11429.3552101711","12057.9871186908","12569.143104891","12820.7245966117","13429.300613666","13846.15882649","13684.3608072876","10997.4734833646",
"France","FRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33732.0142120651","33897.2314368104","34268.5421707858","33905.8822631981","34576.5438089748","35177.6589424847","35548.6285199543","36250.6889604497","37413.4393609485","38494.9468158477","39732.2824515749","40226.6270677305","40388.6256508389","40433.4900386568","41272.6323754944","41643.9888864457","42367.5698646841","43127.2128556843","42996.2097818165","41546.4905796298","42147.6716766942","42864.0189689606","42790.6328838388","42816.2714819044","43021.3946358903","43345.7864281559","43705.1475593257","44577.0645745394","45284.0027939624","46017.7659610004","42313.1931088138",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2995.50477415149","3137.36136511351","3179.20104485459","3354.78930859481","3269.85574955152","3450.24551549539","3316.51308020512","3110.84842325919","3207.41852567253","3264.68726049861","3434.09809300597","3516.22912634835","3540.18659017591","3600.04699838235","3498.25730331304","3586.13383148819","3609.1047711564","3574.44980822736","3518.44283994311","3576.86862929131","3659.63876623588","3756.90863055994","3649.44968018278","3468.16661703968","3340.20288328043","3448.30369231563","3437.38984001769","3490.13048688552","3460.90904773797","3466.41329281782","",
"Gabon","GAB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18179.1700017022","18770.6037317334","17704.5264650538","17917.2191929917","18099.3957168527","18514.5679788508","18703.1666511865","19284.5301762362","19465.2452778791","17297.8060053767","16567.2456051163","16522.1973634649","16093.405140168","16060.6875826795","15767.1793679395","15761.1484780064","14894.693568942","15334.7235424854","14378.492978127","13934.8565686915","14415.4459113912","14883.4942581406","15082.6565608753","15342.1813095484","15437.2650293528","15510.0389513624","15359.7403963666","15006.8440374987","14744.4343267491","14950.0770784889","14399.8688094117",
"United Kingdom","GBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30464.9885569295","30035.8935201602","30074.9200794193","30749.9247568394","31851.3770601255","32571.4677887113","33298.1281607991","34864.8968331317","36052.3952866888","37116.4394859688","38280.8002708435","39174.8900239894","39859.3138065232","40992.0720379492","41691.3885018648","42629.9482187521","43457.7017735188","44138.5205042745","43670.4145844224","41558.3008322127","42089.0136357977","42294.1204630137","42601.828409576","43242.5676679488","44154.1056092436","44840.7826443684","45268.7304537314","45744.7104907571","46037.9005384222","46406.4617483484","41627.129269425",
"Georgia","GEO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11135.4628892873","8724.29049929185","4769.99652400785","3346.56802542595","3045.04248414422","3243.84621344181","3740.48545328952","4268.69527327204","4511.48880328071","4737.405515582","4919.23187995616","5236.22280631371","5572.62200637586","6230.82190884126","6632.81426469502","7315.19848048057","8049.90605481459","9109.89774086377","9358.61458957779","9097.42124780979","9736.73209374292","10541.4719031056","11295.7540913053","11740.0891163337","12254.6456549529","12605.1400698178","12963.7439586374","13589.7073915159","14253.4089858441","14989.2581602038","14089.3023335327",
"Ghana","GHA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2348.45339758915","2401.91858475649","2424.01032049257","2470.0285850791","2481.45308787296","2514.80900958391","2562.99819712646","2603.97360403057","2659.80739776602","2709.64662193859","2741.9136722359","2782.58732154701","2837.50889654202","2912.56564531065","3000.19281950632","3098.21787069899","3213.36199310296","3267.63946795901","3475.82315794198","3552.67594155626","3739.16764654199","4162.26982551557","4442.53858157924","4657.89144113525","4682.38140630116","4674.4190610909","4724.76070781534","4996.63990712773","5191.33969229408","5410.89085756427","5318.76952027577",
"Gibraltar","GIB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.6406114619","1503.80122322582","1511.11381652035","1545.6486836281","1565.26670322781","1594.92922105184","1622.74920734109","1662.66198424787","1679.69184186381","1701.72975154214","1704.95637815362","1730.30211727639","1783.84999631526","1771.66008874457","1778.05158492866","1794.38316206197","1777.13474291306","1856.26108954816","1889.18795016178","1825.67339769596","1870.80005065235","1932.50581465396","2002.32168675937","2035.3186267527","2061.69491695094","2087.93502636973","2253.47768258446","2417.80379491482","2499.7072664064","2567.03398696437","2670.82335507085",
"Gambia, The","GMB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265.23347829401","2248.3805604021","2245.61080554391","2240.4535190241","2175.50441957614","2127.87472740805","2108.82849215863","2145.03090452489","2152.68199779871","2220.51964208374","2270.48649520816","2327.35435866192","2180.85250445442","2257.27783498198","2341.17318281022","2216.18606202049","2137.81852872171","2137.85713262186","2205.11439160073","2283.18617983918","2346.72047883159","2091.82876600813","2135.74423789688","2131.43602743993","2038.8025175488","2058.65814621739","2036.87715930988","2072.64683284207","2158.07755816639","2222.87959013357","2159.44190927585",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1994.66147480128","2049.61396675926","2025.79392427664","2022.60873710539","2042.45930660842","2088.25530176769","2284.36915684457","2386.30154493425","1683.25021726757","1667.63152983175","1722.75748109366","1723.45304915319","1669.27025591944","1641.02891383706","1647.57806324477","1677.70868916866","1675.77017912103","1688.81368651749","1700.28551531301","1713.76353840849","1747.23748547332","1839.692741951","1760.88399471437","1770.47614739359","1740.89673703744","1800.06338150248","1864.26303518079","1925.23773659951","1901.93173857674","1939.2895096348","1847.46582390878",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.98504940053","996.878344481049","1299.92547644394","1395.40346844647","1572.06232603684","1781.26487792262","2857.50227110433","6868.49317242096","8165.99403233501","9851.27558393839","11176.5189594964","17523.545157288","20084.3430084808","21944.5056628253","29004.1867208958","32390.2074360137","33330.8905720165","36685.3433527449","41249.486579473","39914.1753086292","34732.2191497037","35377.7364919181","36671.3574358439","33678.7378356068","32436.5535005512","28313.4331590397","24827.0321162644","22550.9581611231","20386.0138677132","18502.5639640391","17007.6247800252",
"Greece","GRC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24306.5523995951","24761.0447631909","24744.6283338647","24205.9004860895","24566.7037885767","24965.6240705897","25567.256463237","26582.2975174295","27465.015740047","28200.5561608836","29186.324547399","30234.5959617275","31305.6936704984","33040.7682982488","34627.1806747136","34732.6440722251","36585.8395603871","37687.4333370451","37461.5387708945","35756.2455188034","33753.6177475922","30372.7605650238","28374.676952114","27797.5447288899","28178.6902062824","28248.1259561464","28226.9072784414","28645.0436174422","29150.6944922443","29723.2219580446","27287.0834009302",
"Grenada","GRD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8813.92383702039","8923.63130031847","8784.02556431912","8517.89510938453","8565.27944046766","8665.59406777069","8985.94796725548","9384.23619809227","10440.339240275","11116.314364945","11613.4153892276","11333.7361432869","11678.7440082908","12738.9057095146","12614.8241638688","14246.9927237107","13641.282973397","14442.8802800479","14541.8514410654","13537.7949164169","13412.7933652353","13444.648144173","13206.9742382866","13427.5519644025","14317.3257305619","15142.06257045","15613.6901268414","16217.4998498411","16801.9552384337","17050.2930413479","15065.8719536331",
"Greenland","GRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5557.82800780207","5608.2701569173","5727.30439577918","5802.32420217312","5887.89218881818","6029.52481035203","6060.48486988759","6177.56808361933","6334.64217127117","6424.29976273442","6496.09318522686","6489.82002891347","6585.89457957033","6608.81401031894","6672.81132741218","6749.74444412683","6968.31597618046","7264.96756519498","7360.9857197883","7258.26532408938","7331.71133785382","7499.29924149128","7586.32927585263","7729.60792085621","7934.74490601482","8120.91744060985","8201.26301630402","8317.36410115835","8457.23778974752","8648.26242597849","8388.39049455986",
"Guam","GUM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4843.09227303694","5128.40106854283","5495.84944238662","5901.42787775987","6364.83122630888","6663.98197818088","7198.83586669262","7672.27053559521","7585.44663938845","7852.72126017911","7776.30855718346","7969.70874578577","8064.48851663174","8009.70649439676","8128.4358090485","7965.37804373383","8371.96241774392","8972.30598589009","9112.20877366289","9454.09979867256","9789.016700147","10276.0355173328","10780.9643924189","11117.5293814236","11244.4452369424","11261.8137065187","11631.0431951518","12005.4051046745","12477.5767110255","13082.2026194464","18679.9802306241",
"High income","HIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32064.6775505213","32359.4301798863","32887.5123905912","33046.7154741995","33876.724581921","34579.0194766017","35407.1633254737","36399.8664067343","37175.2759929866","38174.8438763937","39526.2636034388","39867.6308462781","40233.9232051254","40928.3526298956","42075.6771523189","43041.8373422373","44131.3851870121","45056.5159694571","44932.7916238551","43169.313090005","44213.23985461","44934.5784557348","45266.0802529937","45672.2387297077","46382.6406959578","47267.1893209423","47853.1030450949","48734.9937150869","49637.0921807788","50284.8737127974","47757.8111291469",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28798.4585956938","30189.158562389","31803.2870900616","33200.2074000953","34420.2465393573","34546.4140309109","34453.8365759066","35910.6565279492","33517.192385152","34030.7705333159","36317.1206975424","36252.6608856787","36690.398955264","37886.4665283544","40862.6723656296","43690.3905052586","46463.5837078363","49043.9481656221","49788.8139701131","48459.9645781681","51360.9669751956","53472.9932695113","53785.1530062167","55230.8594343348","56359.2989916423","57215.948033846","58096.2992560876","59849.2481763342","61062.9476532626","59586.2040065092","56153.9714986058",
"Honduras","HND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3990.02906523073","3749.17320680419","3866.11578810241","4002.96060044613","3899.71405099788","4024.99212236961","3984.5688268769","4049.97459904481","4077.5503060541","3935.73122753833","4108.77497718928","4109.76969711082","4154.92535715546","4235.62313709617","4390.47334152231","4546.24063500184","4733.54786940426","4914.32374334188","5011.60729945583","4787.86375108506","4866.97393107266","4956.40285182158","5065.45699900649","5113.45915051909","5177.41519718935","5283.41691357908","5395.61455082235","5561.99454219124","5680.36288396582","5736.18163330613","5138.38539820015",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750.64143910825","1707.6280668137","1643.59296210361","1607.38743180606","1561.19121721539","1592.04919220143","1627.71831758532","1646.74654453968","1657.51012177953","1664.599158277","1661.72355752858","1682.90651381907","1689.12653578444","1712.49415938056","1754.71004852695","1807.77053566078","1867.0021654621","1930.44256364173","1992.35846893956","2026.80813509079","2089.65365794776","2134.26405475828","2199.81801030565","2268.91711365238","2338.91029354333","2383.61390315825","2424.45342550421","2484.91755389551","2531.09144727446","2571.00204630181","2513.17986303113",
"Croatia","HRV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15002.6487512464","16108.025999519","17190.921067359","17595.5301149582","17504.1754529296","18183.5881144119","19455.7815687732","20548.4106590796","21700.2987445833","22595.5483294729","23538.7544252511","24708.2992912917","25966.0969395053","26460.8959793295","24548.7918388197","24280.6026929712","24316.2479790563","23807.3155946951","23766.9760398631","23782.5024628678","24562.453617545","25599.8436234435","26800.118975807","27799.8433225132","28753.5162699607","26465.1273096002",
"Haiti","HTI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3229.61955595456","3225.86524670104","2995.78184793736","2779.60330261844","2401.8268154123","2591.08980324112","2649.52567126416","2672.59401511582","2682.8135351668","2707.69815551704","2684.55192559431","2630.51095324876","2610.75385438919","2654.20500636984","2578.88653385968","2629.11126147756","2632.18426741693","2734.74135449339","2758.57995566426","2887.38667490237","2735.28361704383","2860.20938649867","2833.77773410353","2879.14026773852","2935.21992525795","2941.81608076667","2952.61709428675","2980.96058438663","2992.31041114318","2905.43856536495","2773.08136431323",
"Hungary","HUN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16424.9091218342","15927.852682374","15854.1600476276","16343.7631939198","16610.3165037528","16652.5852250299","17210.6349309628","17923.5052290465","18526.3450154209","19406.5213432499","20243.5422548712","21263.8088400796","22195.8194585598","23317.8691246987","24355.7819172586","25377.0522205332","25477.9492943916","25792.7025200493","24102.0136912384","24427.6287331225","24971.4773629145","24754.2259132575","25284.3700544339","26424.7204043413","27499.3244662857","28170.8213622975","29465.1262413898","31095.557503677","32553.5236997988","31007.7684065437",
"IBRD only","IBD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5058.75801433166","5000.57723909874","4947.94020769604","4998.88860183366","5039.55485376539","5150.91674936657","5340.22924000565","5519.81912741313","5552.96558630522","5691.64894602505","5950.63239331328","6090.12766618846","6291.09218764901","6590.83272582727","7012.74087153798","7417.69033883599","7922.275479413","8505.3530775678","8879.07484955567","8986.39530348528","9557.00297520327","10024.3467427058","10429.5701289786","10848.8047295257","11237.6178474448","11602.4228331076","12031.6666936662","12528.3013157215","13001.569138421","13379.8891098303","12962.5028430023",
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4484.70977748979","4428.02195292936","4376.41745696593","4403.84263349733","4422.7474348171","4509.173995821","4662.27793507482","4800.39786307658","4822.78508147351","4928.81525100413","5131.41156705303","5242.36794240845","5402.95799462631","5640.97376778871","5980.90099179288","6304.92402479147","6705.40157518389","7165.63850430811","7455.82220441485","7541.26612376465","7985.56538352094","8344.62703714715","8657.80495747899","8985.39987500499","9289.24763754027","9564.92458978389","9880.70827462358","10252.2430663753","10605.2031426414","10874.9003319232","10513.7316648242",
"IDA total","IDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2101.56116869668","2077.74363106322","2058.59384293516","2017.92377493147","1978.1862059603","1996.35603436039","2039.32931927722","2048.97237402696","2063.82026029728","2080.22894158697","2108.89954149617","2154.97440081419","2210.4260719112","2270.27243072087","2366.41369014873","2457.35318196835","2552.43010758769","2653.33952635072","2725.43958676634","2802.32959682499","2899.5625381455","2977.46981952684","3066.70763263272","3177.88731205718","3293.13536137256","3374.41049016623","3429.32252021105","3515.03410804289","3609.24159541411","3666.06305162968","3570.50055002119",
"IDA blend","IDB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3154.42075846618","3138.19142734577","3156.52279336119","3070.46155473696","3028.43821855913","3023.81614475662","3083.13354329135","3062.95926084852","3068.13147698323","3063.99968047226","3102.27754056984","3158.88974304579","3280.97041099878","3370.643729858","3540.21497620078","3666.48313650237","3789.19744579505","3910.1300824315","3961.68618033768","4078.10426822528","4200.67894714597","4287.73558649089","4376.0120929361","4513.29204504516","4661.57161003305","4738.75170988168","4740.28298586008","4786.58603270463","4868.2628341757","4866.65353830841","4725.13717967442",
"Indonesia","IDN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4532.54035135559","4762.38814494768","4986.78382846442","5224.16593099065","5529.23218215473","5892.07175353953","6258.4365333455","6458.07260904197","5531.30328176938","5497.81473510997","5689.26022293799","5816.42541239047","5996.1899458873","6198.65326777627","6423.72071419191","6699.27209089739","6974.4456536936","7319.43438577559","7657.59471924865","7906.26195495465","8286.7328696642","8680.21334226207","9080.06611317194","9457.0185409728","9801.16628336906","10149.6038700252","10531.1109693569","10935.6317158256","11371.7255560847","11811.9755589147","11444.9606828103",
"IDA only","IDX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1573.44836714396","1544.66686181087","1504.19443559305","1488.37905633796","1449.43992479805","1480.90204537415","1515.80477084664","1541.59449610287","1561.55238174743","1589.37747149605","1613.46852817645","1655.21419049765","1676.32919663622","1722.0372423065","1781.42217442863","1855.44132110354","1937.41542061266","2028.9887268077","2112.46657619838","2168.75828375001","2252.5051635873","2325.10233340625","2415.04173243743","2512.76926529973","2610.94236782626","2694.66513593181","2778.30647531307","2886.03853659918","2988.23304339769","3077.26315826026","3005.176995723",
"Isle of Man","IMN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1814.01233465481","1796.17018659299","1857.0678673768","1907.3336302275","1995.19093799753","2105.52262955852","2221.96679688654","2269.13947395384","2365.55165812137","2528.73016099005","2579.83803787101","2657.93945260924","2712.82260909183","2878.1340187767","3056.39564412285","3246.86868435431","3454.7749150135","3663.72571835421","3721.89096573243","3958.27154631503","4237.0267903265","4402.01517467936","4585.38873456527","4820.85186249272","5119.10251700891","5467.03558134027","5854.22348325985","6185.91097378371","6521.99630803982","6717.17777009203","6121.31498436014",
