country,product,export_val
AGO,2510,0
AGO,2511,623525
AGO,2512,0
AGO,2513,0
AGO,2514,0
AGO,2515,2045767
AGO,2516,24911880
AGO,2517,0
AGO,2518,0
AGO,2519,0
AGO,2520,1547702
AGO,2521,0
AGO,2522,0
AGO,2523,2252104
AGO,2524,0
AGO,2525,0
AGO,2526,0
AGO,2528,0
AGO,2529,0
AGO,2530,4966
AGO,2601,1204
AGO,2602,1735450
AGO,2603,0
AGO,2604,0
AGO,2605,0
AGO,2606,0
AGO,2607,3000
AGO,2608,0
AGO,2609,0
AGO,2610,0
AGO,2611,0
AGO,2612,0
AGO,2613,0
AGO,2614,0
AGO,2615,6224
AGO,2616,0
AGO,2617,0
AGO,2618,0
AGO,2619,0
AGO,2620,385449
AGO,2621,0
AGO,2701,0
AGO,2702,0
AGO,2703,0
AGO,2704,0
AGO,2705,0
AGO,2706,0
AGO,2707,20316970
AGO,2708,0
AGO,2709,25923141632
AGO,2710,348014752
AGO,2711,1528546048
AGO,2712,0
AGO,2713,0
AGO,2714,11605
AGO,2715,0
AGO,2716,0
AGO,2801,0
AGO,2802,0
AGO,2803,0
AGO,2804,38483
AGO,2805,0
AGO,2806,0
AGO,2807,0
AGO,2808,0
AGO,2809,0
AGO,2810,0
AGO,2811,4239
AGO,2812,0
AGO,2813,0
AGO,2814,0
AGO,2815,4927
AGO,2816,0
AGO,2817,0
AGO,2818,0
AGO,2819,0
AGO,2820,0
AGO,2821,0
AGO,2822,0
AGO,2823,0
AGO,2824,0
AGO,2825,0
AGO,2826,0
AGO,2827,0
AGO,2828,0
AGO,2829,0
AGO,2830,0
AGO,2831,0
AGO,2832,0
AGO,2833,64411
AGO,2834,0
AGO,2835,0
AGO,2836,78130
AGO,2837,0
AGO,2839,39105
AGO,2840,0
AGO,2841,0
AGO,2842,0
AGO,2843,0
AGO,2844,64119
AGO,2845,0
AGO,2846,0
AGO,2847,0
AGO,2848,0
AGO,2849,0
AGO,2850,0
AGO,2851,0
AGO,2901,0
AGO,2902,0
AGO,2903,0
AGO,2904,0
AGO,2905,5393
AGO,2906,0
AGO,2907,0
AGO,2908,0
AGO,2909,0
AGO,2910,0
AGO,2911,0
AGO,2912,0
AGO,2913,0
AGO,2914,0
AGO,2915,24963
AGO,2916,0
AGO,2917,0
AGO,2918,0
AGO,2919,0
AGO,2920,0
AGO,2921,0
AGO,2922,0
AGO,2923,0
AGO,2924,0
AGO,2925,0
AGO,2926,0
AGO,2927,0
AGO,2928,0
AGO,2929,117495
AGO,2930,0
AGO,2931,0
AGO,2932,0
AGO,2933,0
AGO,2934,0
AGO,2935,0
AGO,2936,0
AGO,2937,0
AGO,2938,0
AGO,2939,0
AGO,2940,0
AGO,2941,0
AGO,2942,3868
AGO,3001,0
AGO,3002,5409
AGO,3003,0
AGO,3004,303190
AGO,3005,0
AGO,3006,1651
AGO,3101,0
AGO,3102,26958
AGO,3103,0
AGO,3104,25786
AGO,3105,98552
AGO,3201,0
AGO,3202,0
AGO,3203,0
AGO,3204,0
AGO,3205,0
AGO,3206,0
AGO,3207,0
AGO,3208,21593
AGO,3209,0
AGO,3210,0
AGO,3211,0
AGO,3212,0
AGO,3213,0
AGO,3214,0
AGO,3215,0
AGO,3301,0
AGO,3302,0
AGO,3303,14969
AGO,3304,8202
AGO,3305,8647
AGO,3306,0
AGO,3307,0
AGO,3401,28444
AGO,3402,91714
AGO,3403,1429
AGO,3404,0
AGO,3405,0
AGO,3406,0
AGO,3407,0
AGO,3501,0
AGO,3502,0
AGO,3503,0
AGO,3504,0
AGO,3505,2360
AGO,3506,3917
AGO,3507,0
AGO,3601,0
AGO,3602,0
AGO,3603,0
AGO,3604,0
AGO,3605,4894
AGO,3606,0
AGO,3701,0
AGO,3702,0
AGO,3703,0
AGO,3704,0
AGO,3705,0
AGO,3706,0
AGO,3707,0
AGO,3801,0
AGO,3802,0
AGO,3803,0
AGO,3804,0
AGO,3805,0
AGO,3806,0
AGO,3807,0
AGO,3808,2523
AGO,3809,0
AGO,3810,0
AGO,3811,2527
AGO,3812,0
AGO,3813,0
AGO,3814,0
AGO,3815,0
AGO,3816,0
AGO,3817,0
AGO,3818,0
AGO,3819,0
AGO,3820,0
AGO,3821,0
AGO,3822,7640
AGO,3823,1702630
AGO,3901,0
AGO,3902,22185
AGO,3903,0
AGO,3904,0
AGO,3905,0
AGO,3906,14746
AGO,3907,133051
AGO,3908,0
AGO,3909,0
AGO,3910,6733
AGO,3911,0
AGO,3912,0
AGO,3913,27781
AGO,3914,0
AGO,3915,0
AGO,3916,0
AGO,3917,101902
AGO,3918,0
AGO,3919,107515
AGO,3920,0
AGO,3921,0
AGO,3922,0
AGO,3923,70292
AGO,3924,132468
AGO,3925,11098
AGO,3926,92518
AGO,4001,0
AGO,4002,0
AGO,4003,0
AGO,4004,0
AGO,4005,0
AGO,4006,0
AGO,4007,0
AGO,4008,1730
AGO,4009,228051
AGO,4010,4850
AGO,4011,45764
AGO,4012,78744
AGO,4013,0
AGO,4014,0
AGO,4015,0
AGO,4016,768557
AGO,4017,0
AGO,4101,0
AGO,4102,0
AGO,4103,0
AGO,4104,0
AGO,4105,0
AGO,4106,0
AGO,4107,0
AGO,4108,0
AGO,4109,0
AGO,4110,0
AGO,4111,0
AGO,4201,0
AGO,4202,11412
AGO,4203,0
AGO,4205,0
AGO,4206,0
AGO,4301,0
AGO,4302,0
AGO,4303,0
AGO,4304,0
AGO,4401,0
AGO,4402,46838
AGO,4403,18904458
AGO,4404,0
AGO,4405,0
AGO,4406,0
AGO,4407,15818438
AGO,4408,20551
AGO,4409,276258
AGO,4410,0
AGO,4411,0
AGO,4412,2503
AGO,4413,0
AGO,4414,2011
AGO,4415,0
AGO,4416,0
AGO,4417,0
AGO,4418,2048
AGO,4419,0
AGO,4420,0
AGO,4421,0
AGO,4501,0
AGO,4502,0
AGO,4503,0
AGO,4504,0
AGO,4601,0
AGO,4602,0
AGO,4701,0
AGO,4702,0
AGO,4703,0
AGO,4704,0
AGO,4705,0
AGO,4706,0
AGO,4707,96560
AGO,4801,0
AGO,4802,2223
AGO,4803,5974
AGO,4804,0
AGO,4805,0
AGO,4806,0
AGO,4807,0
AGO,4808,0
AGO,4809,16086
AGO,4810,0
AGO,4811,0
AGO,4812,0
AGO,4813,0
AGO,4814,11480
AGO,4816,0
AGO,4817,0
AGO,4818,332645
AGO,4819,3533
AGO,4820,0
AGO,4821,5568
AGO,4822,0
AGO,4823,51242
AGO,4901,29481
AGO,4902,0
AGO,4903,0
AGO,4904,0
AGO,4905,0
AGO,4906,0
AGO,4907,20512
AGO,4908,0
AGO,4909,0
AGO,4910,0
AGO,4911,52801
AGO,5001,0
AGO,5002,0
AGO,5003,0
AGO,5004,0
AGO,5005,0
AGO,5006,0
AGO,5007,0
AGO,5101,0
AGO,5102,0
AGO,5103,0
AGO,5104,0
AGO,5105,0
AGO,5106,0
AGO,5107,0
AGO,5108,0
AGO,5109,0
AGO,5110,0
AGO,5111,0
AGO,5112,0
AGO,5113,0
AGO,5201,0
AGO,5202,0
AGO,5203,0
AGO,5204,0
AGO,5205,0
AGO,5206,0
AGO,5207,0
AGO,5208,0
AGO,5209,0
AGO,5210,0
AGO,5211,0
AGO,5212,1484
AGO,5301,0
AGO,5302,0
AGO,5303,0
AGO,5305,0
AGO,5306,0
AGO,5307,0
AGO,5308,0
AGO,5309,0
AGO,5310,0
AGO,5311,0
AGO,5401,1088
AGO,5402,0
AGO,5403,0
AGO,5404,182274
AGO,5405,0
AGO,5406,0
AGO,5407,0
AGO,5408,0
AGO,5501,29874
AGO,5502,0
AGO,5503,15035
AGO,5504,0
AGO,5505,0
AGO,5506,0
AGO,5507,0
AGO,5508,0
AGO,5509,0
AGO,5510,0
AGO,5511,0
AGO,5512,0
AGO,5513,0
AGO,5514,0
AGO,5515,0
AGO,5516,0
AGO,5601,0
AGO,5602,0
AGO,5603,0
AGO,5604,0
AGO,5605,0
AGO,5606,0
AGO,5607,3884
AGO,5608,2186
AGO,5609,0
AGO,5701,0
AGO,5702,3449
AGO,5703,0
AGO,5704,0
AGO,5705,0
AGO,5801,0
AGO,5802,0
AGO,5803,0
AGO,5804,0
AGO,5805,0
AGO,5806,0
AGO,5807,0
AGO,5808,0
AGO,5809,0
AGO,5810,0
AGO,5811,0
AGO,5901,0
AGO,5902,0
AGO,5903,0
AGO,5904,0
AGO,5905,0
AGO,5906,0
AGO,5907,0
AGO,5908,0
AGO,5909,0
AGO,5910,0
AGO,5911,0
AGO,6001,0
AGO,6002,0
AGO,6101,0
AGO,6102,0
AGO,6103,12262
AGO,6104,0
AGO,6105,2252
AGO,6106,0
AGO,6107,0
AGO,6108,0
AGO,6109,49981
AGO,6110,0
AGO,6111,5287
AGO,6112,0
AGO,6113,0
AGO,6114,0
AGO,6115,1350
AGO,6116,0
AGO,6117,0
AGO,6201,0
AGO,6202,3068
AGO,6203,1956
AGO,6204,7962
AGO,6205,9804
AGO,6206,0
AGO,6207,0
AGO,6208,0
AGO,6209,0
AGO,6210,5344
AGO,6211,4178
AGO,6212,0
AGO,6213,0
AGO,6214,0
AGO,6215,0
AGO,6216,0
AGO,6217,12524
AGO,6301,2408
AGO,6302,3699
AGO,6303,0
AGO,6304,4589
AGO,6305,5113
AGO,6306,1934
AGO,6307,1980
AGO,6308,0
AGO,6309,561130
AGO,6310,0
AGO,6401,48938
AGO,6402,595225
AGO,6403,7583
AGO,6404,28902
AGO,6405,3062
AGO,6406,0
AGO,6501,0
AGO,6502,0
AGO,6504,0
AGO,6505,5554
AGO,6506,0
AGO,6507,0
AGO,6601,4498
AGO,6602,0
AGO,6603,0
AGO,6701,0
AGO,6702,0
AGO,6703,2078
AGO,6704,9011
AGO,6801,123245
AGO,6802,58106
AGO,6803,0
AGO,6804,7033
AGO,6805,0
AGO,6806,12799
AGO,6807,0
AGO,6808,0
AGO,6809,2885
AGO,6810,8192
AGO,6811,0
AGO,6812,0
AGO,6813,0
AGO,6814,0
AGO,6815,0
AGO,6901,0
AGO,6902,0
AGO,6903,0
AGO,6904,0
AGO,6905,10671
AGO,6906,0
AGO,6907,6672
AGO,6908,0
AGO,6909,0
AGO,6910,0
AGO,6911,0
AGO,6912,4267
AGO,6913,0
AGO,6914,16219
AGO,7001,0
AGO,7002,0
AGO,7003,0
AGO,7004,0
AGO,7005,0
AGO,7006,0
AGO,7007,0
AGO,7008,0
AGO,7009,1782
AGO,7010,440822
AGO,7011,3411
AGO,7013,0
AGO,7014,0
AGO,7015,0
AGO,7016,0
AGO,7017,0
AGO,7018,30607
AGO,7019,4034
AGO,7020,0
AGO,7101,0
AGO,7102,1431389312
AGO,7103,26005
AGO,7104,0
AGO,7105,0
AGO,7106,0
AGO,7107,0
AGO,7108,2431811
AGO,7109,0
AGO,7110,0
AGO,7111,0
AGO,7112,116616
AGO,7113,69403
AGO,7114,0
AGO,7115,0
AGO,7116,0
AGO,7117,1094
AGO,7118,0
AGO,7201,0
AGO,7202,0
AGO,7203,0
AGO,7204,946505
AGO,7205,0
AGO,7206,0
AGO,7207,1119045
AGO,7208,110827
AGO,7209,32793
AGO,7210,181135
AGO,7211,0
AGO,7212,0
AGO,7213,8046
AGO,7214,1028870
AGO,7215,6417239
AGO,7216,86924
AGO,7217,0
AGO,7218,0
AGO,7219,0
AGO,7220,0
AGO,7221,0
AGO,7222,9341
AGO,7223,0
AGO,7224,0
AGO,7225,0
AGO,7226,0
AGO,7227,0
AGO,7228,1370120
AGO,7229,0
AGO,7301,0
AGO,7302,0
AGO,7303,32107
AGO,7304,1294787
AGO,7305,0
AGO,7306,501917
AGO,7307,993492
AGO,7308,196474
AGO,7309,108805
AGO,7310,1290
AGO,7311,189508
AGO,7312,530593
AGO,7313,0
AGO,7314,0
AGO,7315,35901
AGO,7316,0
AGO,7317,1211672
AGO,7318,663495
AGO,7319,0
AGO,7320,26771
AGO,7321,2253
AGO,7322,0
AGO,7323,43946
AGO,7324,0
AGO,7325,6948
AGO,7326,761338
AGO,7401,0
AGO,7402,1193346
AGO,7403,6949389
AGO,7404,8104546
AGO,7405,0
AGO,7406,0
AGO,7407,0
AGO,7408,1538616
AGO,7409,0
AGO,7410,0
AGO,7411,0
AGO,7412,0
AGO,7413,0
AGO,7415,12040
AGO,7418,0
AGO,7419,0
AGO,7501,0
AGO,7502,0
AGO,7503,0
AGO,7504,0
AGO,7505,0
AGO,7506,0
AGO,7507,1978
AGO,7508,21411
AGO,7601,8663852
AGO,7602,7784954
AGO,7603,11812
AGO,7604,0
AGO,7605,0
AGO,7606,0
AGO,7607,0
AGO,7608,0
AGO,7609,0
AGO,7610,0
AGO,7611,0
AGO,7612,2556
AGO,7613,8877
AGO,7614,0
AGO,7615,0
AGO,7616,5195
AGO,7801,6884060
AGO,7802,0
AGO,7804,0
AGO,7806,0
AGO,7901,0
AGO,7902,80255
AGO,7903,0
AGO,7904,0
AGO,7905,21614
AGO,7907,0
AGO,8001,0
AGO,8002,0
AGO,8003,0
AGO,8007,0
AGO,8101,0
AGO,8102,0
AGO,8103,0
AGO,8104,0
AGO,8105,0
AGO,8106,0
AGO,8107,0
AGO,8108,0
AGO,8109,0
AGO,8110,0
AGO,8111,0
AGO,8112,0
AGO,8113,0
AGO,8201,0
AGO,8202,1870
AGO,8203,5997
AGO,8204,30559
AGO,8205,64593
AGO,8206,1867
AGO,8207,235285
AGO,8208,2755
AGO,8209,0
AGO,8210,0
AGO,8211,0
AGO,8212,7172
AGO,8213,0
AGO,8214,0
AGO,8215,1329
AGO,8301,0
AGO,8302,9541
AGO,8303,0
AGO,8304,0
AGO,8305,0
AGO,8306,0
AGO,8307,3810
AGO,8308,0
AGO,8309,54796
AGO,8310,0
AGO,8311,38283
AGO,8401,0
AGO,8402,0
AGO,8403,0
AGO,8404,0
AGO,8405,4203
AGO,8406,0
AGO,8407,6631
AGO,8408,63793
AGO,8409,225321
AGO,8410,0
AGO,8411,1009069
AGO,8412,639452
AGO,8413,1409268
AGO,8414,756839
AGO,8415,10737
AGO,8416,0
AGO,8417,1567
AGO,8418,145011
AGO,8419,51869
AGO,8420,1751
AGO,8421,192167
AGO,8422,98618
AGO,8423,11296
AGO,8424,46210
AGO,8425,154856
AGO,8426,1204472
AGO,8427,47068
AGO,8428,290857
AGO,8429,110250
AGO,8430,43186
AGO,8431,2565163
AGO,8432,48701
AGO,8433,0
AGO,8434,0
AGO,8435,0
AGO,8436,0
AGO,8437,3334
AGO,8438,4219
AGO,8439,0
AGO,8440,0
AGO,8441,11072
AGO,8442,2789
AGO,8443,12186
AGO,8444,0
AGO,8445,0
AGO,8446,0
AGO,8447,0
AGO,8448,0
AGO,8449,0
AGO,8450,153189
AGO,8451,0
AGO,8452,3146
AGO,8453,0
AGO,8454,0
AGO,8455,13991
AGO,8456,0
AGO,8457,1649
AGO,8458,0
AGO,8459,0
AGO,8460,5735
AGO,8461,9626
AGO,8462,33104
AGO,8463,2719
AGO,8464,0
AGO,8465,8797
AGO,8466,192405
AGO,8467,63446
AGO,8468,62054
AGO,8469,0
AGO,8470,0
AGO,8471,129615
AGO,8472,0
AGO,8473,368553
AGO,8474,428102
AGO,8475,0
AGO,8476,0
AGO,8477,2326
AGO,8478,0
AGO,8479,3099798
AGO,8480,39064
AGO,8481,9299599
AGO,8482,46613
AGO,8483,353654
AGO,8484,18042
AGO,8485,65656868
AGO,8501,388203
AGO,8502,33718
AGO,8503,25269
AGO,8504,213188
AGO,8505,0
AGO,8506,22024
AGO,8507,9538
AGO,8508,39441
AGO,8509,0
AGO,8510,0
AGO,8511,21832
AGO,8512,0
AGO,8513,1171
AGO,8514,1264
AGO,8515,25688
AGO,8516,15471
AGO,8517,176772
AGO,8518,56513
AGO,8519,2252
AGO,8520,0
AGO,8521,21517
AGO,8522,0
AGO,8523,26893
AGO,8524,3131
AGO,8525,235042
AGO,8526,90184
AGO,8527,14758
AGO,8528,47934
AGO,8529,34614
AGO,8530,0
AGO,8531,22025
AGO,8532,0
AGO,8533,8445
AGO,8534,82327
AGO,8535,138622
AGO,8536,435166
AGO,8537,91404
AGO,8538,126886
AGO,8539,15212
AGO,8540,1894
AGO,8541,0
AGO,8542,68234
AGO,8543,47077
AGO,8544,7321876
AGO,8545,0
AGO,8546,0
AGO,8547,0
AGO,8548,1235
AGO,8601,0
AGO,8602,0
AGO,8603,0
AGO,8604,0
AGO,8605,0
AGO,8606,1797
AGO,8607,0
AGO,8608,0
AGO,8609,565450
AGO,8701,351995
AGO,8702,5500
AGO,8703,641564
AGO,8704,834100
AGO,8705,134371
AGO,8706,0
AGO,8707,0
AGO,8708,345900
AGO,8709,182701
AGO,8710,0
AGO,8711,147071
AGO,8712,3908
AGO,8713,0
AGO,8714,21203
AGO,8715,0
AGO,8716,67117
AGO,8801,0
AGO,8802,341383
AGO,8803,1317242
AGO,8804,0
AGO,8805,0
AGO,8901,125763352
AGO,8902,0
AGO,8903,42680
AGO,8904,0
AGO,8905,7904636
AGO,8906,0
AGO,8907,15014
AGO,8908,0
AGO,9001,0
AGO,9002,0
AGO,9003,0
AGO,9004,0
AGO,9005,0
AGO,9006,17513
AGO,9007,0
AGO,9008,0
AGO,9009,0
AGO,9010,0
AGO,9011,0
AGO,9012,0
AGO,9013,0
AGO,9014,196058
AGO,9015,2815244
AGO,9016,0
AGO,9017,26453
AGO,9018,58733
AGO,9019,0
AGO,9020,0
AGO,9021,10571
AGO,9022,73614
AGO,9023,67249
AGO,9024,3118
AGO,9025,25966
AGO,9026,3999002
AGO,9027,158212
AGO,9028,114965
AGO,9029,1079
AGO,9030,437909
AGO,9031,221651
AGO,9032,3709007
AGO,9033,8196
AGO,9101,468113
AGO,9102,235109
AGO,9103,0
AGO,9104,0
AGO,9105,0
AGO,9106,0
AGO,9107,0
AGO,9108,0
AGO,9109,0
AGO,9110,0
AGO,9111,0
AGO,9112,0
AGO,9113,0
AGO,9114,0
AGO,9201,5005
AGO,9202,0
AGO,9205,0
AGO,9206,1085
AGO,9207,0
AGO,9208,0
AGO,9209,0
AGO,9301,121765
AGO,9302,0
AGO,9303,0
AGO,9304,0
AGO,9305,0
AGO,9306,0
AGO,9307,0
AGO,9401,12775
AGO,9402,0
AGO,9403,281707
AGO,9404,7001
AGO,9405,41446
AGO,9406,37148
AGO,9503,1546
AGO,9504,4819
AGO,9505,1355
AGO,9506,16130
AGO,9507,0
AGO,9508,0
AGO,9601,0
AGO,9602,0
AGO,9603,81657
AGO,9604,0
AGO,9605,0
AGO,9606,0
AGO,9607,0
AGO,9608,4571
AGO,9609,0
AGO,9610,0
AGO,9611,0
AGO,9612,0
AGO,9613,0
AGO,9614,0
AGO,9615,0
AGO,9616,0
AGO,9617,10249
AGO,9618,0
AGO,9701,16569
AGO,9702,0
AGO,9703,9252
AGO,9704,0
AGO,9705,11766
AGO,9706,34853
AGO,9999,9773685
AGO,financial,0
AGO,ict,684520
AGO,transport,34748112
AGO,travel,419148800
AGO,unspecified,54
ALB,0101,0
ALB,0102,0
ALB,0103,0
ALB,0104,19535
ALB,0105,0
ALB,0106,710133
ALB,0201,254524
ALB,0202,0
ALB,0203,0
ALB,0204,0
ALB,0205,257488
ALB,0206,0
ALB,0207,5341
ALB,0208,1079934
ALB,0209,0
ALB,0210,0
ALB,0301,1083228
ALB,0302,8115344
ALB,0303,2052469
ALB,0304,930676
ALB,0305,19099252
ALB,0306,2881935
ALB,0307,6957368
ALB,0401,0
ALB,0402,0
ALB,0403,0
ALB,0404,8750
ALB,0405,1323
ALB,0406,304840
ALB,0407,674417
ALB,0408,30022
ALB,0409,8367
ALB,0410,0
ALB,0501,0
ALB,0502,0
ALB,0504,2431801
ALB,0505,0
ALB,0506,0
ALB,0507,0
ALB,0508,98294
ALB,0510,0
ALB,0511,161095
ALB,0601,0
ALB,0602,2169258
ALB,0603,41553
ALB,0604,491883
ALB,0701,458990
ALB,0702,25986174
ALB,0703,1686558
ALB,0704,3494584
ALB,0705,266646
ALB,0706,84717
ALB,0707,8540688
ALB,0708,183425
ALB,0709,9366620
ALB,0710,8191
ALB,0711,227992
ALB,0712,791035
ALB,0713,315830
ALB,0714,64118
ALB,0801,13257
ALB,0802,3285078
ALB,0803,15565
ALB,0804,319127
ALB,0805,2445675
ALB,0806,134115
ALB,0807,5098686
ALB,0808,1781000
ALB,0809,294033
ALB,0810,2097251
ALB,0811,878188
ALB,0812,0
ALB,0813,2224912
ALB,0814,5788
ALB,0901,837218
ALB,0902,40281
ALB,0903,0
ALB,0904,3932
ALB,0905,0
ALB,0906,0
ALB,0907,0
ALB,0908,2471
ALB,0909,1668410
ALB,0910,3940800
ALB,1001,10147
ALB,1002,0
ALB,1003,0
ALB,1004,0
ALB,1005,76544
ALB,1006,0
ALB,1007,0
ALB,1008,0
ALB,1101,118693
ALB,1102,0
ALB,1103,0
ALB,1104,0
ALB,1105,0
ALB,1106,3326
ALB,1107,0
ALB,1108,0
ALB,1109,0
ALB,1201,0
ALB,1202,0
ALB,1203,0
ALB,1204,0
ALB,1205,0
ALB,1206,0
ALB,1207,2414
ALB,1208,0
ALB,1209,43547
ALB,1210,0
ALB,1211,35210192
ALB,1212,1231561
ALB,1213,0
ALB,1214,622276
ALB,1301,0
ALB,1302,46156
ALB,1401,119496
ALB,1404,26229
ALB,1501,82234
ALB,1502,0
ALB,1503,0
ALB,1504,1205
ALB,1505,0
ALB,1506,0
ALB,1507,0
ALB,1508,0
ALB,1509,359541
ALB,1510,0
ALB,1511,0
ALB,1512,708789
ALB,1513,0
ALB,1514,0
ALB,1515,3584
ALB,1516,0
ALB,1517,1318
ALB,1518,157817
ALB,1519,33881
ALB,1520,0
ALB,1521,0
ALB,1522,0
ALB,1601,0
ALB,1602,1437
ALB,1603,0
ALB,1604,24409376
ALB,1605,29871858
ALB,1701,13238
ALB,1702,0
ALB,1703,0
ALB,1704,119010
ALB,1801,0
ALB,1802,0
ALB,1803,0
ALB,1804,0
ALB,1805,0
ALB,1806,532852
ALB,1901,4438
ALB,1902,347869
ALB,1903,0
ALB,1904,149927
ALB,1905,5874910
ALB,2001,183283
ALB,2002,8654
ALB,2003,14449
ALB,2004,2167
ALB,2005,7714376
ALB,2006,0
ALB,2007,57522
ALB,2008,112393
ALB,2009,29036
ALB,2101,17607
ALB,2102,0
ALB,2103,100192
ALB,2104,0
ALB,2105,0
ALB,2106,2671115
ALB,2201,979787
ALB,2202,2014944
ALB,2203,231838
ALB,2204,999630
ALB,2205,6546
ALB,2206,0
ALB,2207,0
ALB,2208,3571034
ALB,2209,1536
ALB,2301,38626
ALB,2302,0
ALB,2303,1347
ALB,2304,0
ALB,2305,0
ALB,2306,14599
ALB,2307,0
ALB,2308,79211
ALB,2309,24730
ALB,2401,2985392
ALB,2402,0
ALB,2403,0
ALB,2501,994333
ALB,2502,0
ALB,2503,0
ALB,2504,0
ALB,2505,1258
ALB,2506,42244
ALB,2507,0
ALB,2508,5130
ALB,2509,0
ALB,2510,0
ALB,2511,0
ALB,2512,0
ALB,2513,0
ALB,2514,23706
ALB,2515,6351906
ALB,2516,3637213
ALB,2517,1917196
ALB,2518,0
ALB,2519,0
ALB,2520,5591
ALB,2521,0
ALB,2522,1414
ALB,2523,27178308
ALB,2524,0
ALB,2525,0
ALB,2526,0
ALB,2528,0
ALB,2529,0
ALB,2530,2339
ALB,2601,2652397
ALB,2602,64272
ALB,2603,15614002
ALB,2604,5728131
ALB,2605,0
ALB,2606,0
ALB,2607,0
ALB,2608,327096
ALB,2609,0
ALB,2610,55588084
ALB,2611,0
ALB,2612,0
ALB,2613,0
ALB,2614,0
ALB,2615,0
ALB,2616,0
ALB,2617,0
ALB,2618,0
ALB,2619,0
ALB,2620,4258780
ALB,2621,0
ALB,2701,46785
ALB,2702,0
ALB,2703,5866
ALB,2704,0
ALB,2705,0
ALB,2706,0
ALB,2707,0
ALB,2708,0
ALB,2709,191741776
ALB,2710,25168210
